N,P,K,temperature,humidity,ph,rainfall,label
40.8,52.6,49.7,35.4,92.2,6.8,104.7,papaya
48.4,70.5,49.3,24.3,90.6,6.7,191.7,papaya
61.3,48.1,46.9,32.8,95.4,6.6,61.5,papaya
65.0,59.8,45.8,33.3,95.2,6.6,238.9,papaya
44.0,44.6,50.4,27.6,92.6,6.9,107.6,papaya
52.1,55.6,53.1,26.9,91.2,6.4,78.4,papaya
37.0,72.0,49.3,35.9,90.3,6.6,61.1,papaya
47.5,66.1,51.7,42.4,92.8,6.7,215.7,papaya
64.0,55.4,44.9,31.7,97.1,6.7,145.3,papaya
45.6,47.4,41.7,36.6,90.3,6.7,244.6,papaya
36.7,59.1,51.0,36.0,93.6,6.8,66.6,papaya
47.1,67.5,56.1,38.1,93.5,6.9,101.1,papaya
35.0,52.7,51.2,39.8,90.3,7.0,105.4,papaya
58.9,61.2,51.5,37.7,94.5,6.5,88.8,papaya
61.1,46.2,50.8,34.7,93.0,6.9,146.8,papaya
45.1,47.5,51.0,43.7,88.1,6.7,119.8,papaya
43.5,66.6,42.6,40.9,90.2,7.0,159.3,papaya
50.9,51.3,48.8,40.9,90.8,6.8,158.9,papaya
34.0,56.3,52.6,28.4,94.1,6.7,134.6,papaya
62.0,54.8,47.8,31.9,91.2,6.8,83.9,papaya
69.9,41.5,52.6,42.9,92.5,6.9,229.9,papaya
55.4,61.7,53.5,42.5,89.6,6.7,60.9,papaya
52.2,61.1,51.8,39.3,90.9,6.6,52.1,papaya
55.1,48.0,44.8,31.4,90.2,7.0,182.6,papaya
38.0,65.5,51.4,28.9,89.9,6.4,141.0,papaya
40.9,55.5,45.9,30.0,94.2,6.7,172.4,papaya
35.1,48.7,52.9,37.0,92.8,6.6,83.5,papaya
65.1,52.8,46.6,38.4,92.9,6.6,179.4,papaya
51.7,55.5,47.7,24.6,92.3,6.7,163.4,papaya
54.7,56.9,44.5,28.3,90.8,7.0,179.0,papaya
42.2,51.8,56.1,40.4,90.0,6.9,216.3,papaya
39.9,69.8,48.8,30.6,92.8,6.7,145.1,papaya
50.2,57.2,47.2,25.6,94.5,6.9,173.9,papaya
53.1,60.4,52.0,41.4,93.9,6.5,92.4,papaya
46.6,46.9,47.9,38.9,94.0,7.0,101.2,papaya
56.9,62.9,54.3,36.5,92.1,6.5,222.4,papaya
68.1,46.0,52.5,38.2,91.2,6.8,184.8,papaya
61.6,69.5,52.5,35.3,93.6,6.7,221.9,papaya
34.3,70.4,51.1,34.7,91.7,6.9,95.4,papaya
44.6,51.1,52.5,23.6,89.6,6.8,218.4,papaya
49.7,68.3,46.4,29.5,94.0,6.6,215.1,papaya
61.7,63.1,51.2,41.0,91.0,6.8,99.0,papaya
51.7,63.7,48.2,28.3,92.5,6.8,49.5,papaya
45.4,57.4,50.0,34.2,90.8,6.7,75.4,papaya
56.6,45.6,50.4,30.9,93.3,7.0,190.2,papaya
66.5,63.2,47.0,27.8,95.6,6.7,165.6,papaya
44.3,49.7,53.7,28.3,92.3,6.9,124.1,papaya
42.1,56.6,56.3,41.3,91.9,6.9,219.1,papaya
49.4,65.0,45.2,41.5,94.9,6.7,194.4,papaya
53.6,55.6,55.4,37.0,93.2,6.5,161.0,papaya
62.2,62.3,44.0,26.2,93.4,6.5,73.4,papaya
61.7,54.7,50.2,24.2,94.7,6.5,181.6,papaya
41.8,67.8,52.5,27.5,92.6,6.6,156.0,papaya
53.0,53.7,51.8,31.5,89.7,7.0,233.2,papaya
51.8,67.0,50.2,41.7,94.3,6.6,40.1,papaya
53.3,52.8,50.7,31.8,90.0,6.4,70.3,papaya
61.7,69.2,44.6,38.1,91.5,6.6,141.7,papaya
46.4,66.5,52.5,40.6,90.3,7.1,91.4,papaya
41.5,67.2,53.5,31.4,94.2,7.0,61.4,papaya
38.1,58.7,47.1,35.0,93.6,6.4,215.6,papaya
44.2,57.8,44.8,32.1,92.8,6.6,97.8,papaya
60.5,47.1,49.0,33.2,89.8,7.0,115.3,papaya
64.9,52.1,56.1,27.3,90.8,6.6,85.5,papaya
43.2,55.4,43.8,42.0,91.0,6.8,211.9,papaya
46.6,47.7,51.9,33.4,89.8,6.8,109.7,papaya
68.5,63.5,44.4,38.6,92.9,6.5,109.2,papaya
58.0,52.8,52.9,24.0,95.1,6.9,206.5,papaya
51.6,54.2,56.1,31.2,90.7,6.7,224.3,papaya
52.1,59.3,47.9,32.0,88.8,7.1,167.3,papaya
65.4,46.2,51.2,34.4,90.6,6.6,238.3,papaya
56.9,51.0,45.5,34.3,88.5,6.6,80.8,papaya
43.1,69.7,56.2,43.4,92.8,6.9,78.1,papaya
45.4,43.5,52.8,24.7,92.6,6.7,98.5,papaya
42.5,68.8,47.0,42.9,93.2,6.6,157.9,papaya
61.1,54.2,49.9,35.9,91.1,6.7,130.4,papaya
70.7,42.9,48.7,40.3,94.1,7.1,231.6,papaya
50.7,51.8,50.5,40.6,90.5,6.6,123.8,papaya
34.8,66.7,51.9,40.4,92.7,6.8,84.8,papaya
53.6,50.0,47.6,31.2,93.4,6.6,237.7,papaya
36.4,53.1,52.4,26.3,92.4,6.6,65.4,papaya
42.1,57.6,52.3,28.5,89.3,6.8,184.2,papaya
44.1,45.1,46.2,34.6,90.8,7.3,188.0,papaya
47.9,51.2,53.6,26.4,95.7,6.9,206.4,papaya
40.6,61.1,45.9,35.2,93.9,7.0,58.0,papaya
50.0,59.9,45.5,40.7,92.6,6.6,228.2,papaya
53.9,65.5,47.1,40.1,95.4,6.8,211.6,papaya
59.8,68.2,48.3,24.4,92.1,7.0,88.2,papaya
65.2,61.1,49.1,40.0,92.7,7.0,124.2,papaya
49.4,55.9,53.7,40.9,95.6,6.6,224.3,papaya
38.1,64.1,53.9,41.9,94.8,6.7,62.7,papaya
36.3,19.0,27.5,25.7,100.0,5.6,216.8,coconut
22.3,21.1,29.0,26.4,92.9,5.8,162.5,coconut
28.9,28.5,33.6,25.4,96.2,6.4,203.5,coconut
21.6,27.3,23.9,26.3,96.7,6.2,161.9,coconut
25.4,11.7,25.2,25.3,95.6,6.1,175.0,coconut
37.6,14.3,27.5,25.6,91.7,6.4,184.4,coconut
14.2,16.7,33.3,27.3,92.4,5.7,178.7,coconut
16.7,15.9,29.5,27.9,98.4,5.9,150.3,coconut
29.4,30.2,30.6,27.7,95.3,6.4,121.7,coconut
21.9,26.4,29.4,26.9,97.1,5.6,175.9,coconut
24.3,22.0,30.1,28.7,91.6,5.8,155.8,coconut
16.2,16.0,28.1,25.3,98.0,6.3,165.0,coconut
22.6,20.4,25.3,26.7,93.8,5.7,154.4,coconut
22.2,19.9,37.2,28.2,92.8,6.2,205.0,coconut
21.2,25.5,34.6,25.3,98.8,5.7,173.2,coconut
28.0,20.1,32.2,24.5,93.8,6.0,205.5,coconut
28.1,9.7,27.9,26.9,92.2,6.1,175.2,coconut
39.4,25.0,31.7,28.7,88.8,6.1,182.2,coconut
30.0,19.7,33.1,26.9,91.1,6.3,174.2,coconut
19.3,26.2,25.0,27.7,99.3,6.1,223.4,coconut
24.1,28.9,28.6,28.5,93.9,5.7,184.7,coconut
30.3,14.5,34.7,25.5,91.1,6.0,199.4,coconut
28.3,12.2,27.9,25.5,95.7,6.2,199.5,coconut
31.4,20.2,26.1,26.7,97.6,6.0,171.3,coconut
32.7,33.2,24.9,25.1,96.7,6.3,203.2,coconut
13.2,15.8,29.2,26.1,93.1,5.9,209.4,coconut
33.9,14.3,29.5,26.2,96.5,6.1,202.2,coconut
21.2,27.0,27.8,27.5,99.1,5.5,174.1,coconut
35.0,21.8,38.6,27.4,93.6,6.1,145.0,coconut
14.2,23.7,31.3,27.5,99.0,5.7,134.4,coconut
37.7,23.5,32.3,26.3,98.8,6.0,194.8,coconut
32.7,24.4,26.7,24.1,98.3,5.7,210.8,coconut
29.3,18.6,24.6,27.5,95.6,6.1,144.0,coconut
16.4,22.3,28.2,25.1,95.0,6.2,161.5,coconut
25.4,15.1,32.4,26.6,95.6,5.9,132.2,coconut
32.9,9.8,33.2,27.6,95.9,5.6,172.1,coconut
19.9,15.4,29.4,27.5,92.3,6.3,182.0,coconut
22.4,19.6,23.7,26.9,98.2,6.1,186.4,coconut
22.5,25.5,33.2,24.9,90.3,6.1,173.4,coconut
29.1,10.9,33.4,26.2,93.1,6.5,164.3,coconut
29.9,22.6,31.2,25.9,95.2,5.7,151.3,coconut
28.6,16.7,28.0,26.9,95.2,6.1,176.5,coconut
19.8,25.4,23.5,26.4,100.0,5.9,169.9,coconut
21.9,15.8,31.6,26.5,97.5,6.1,189.3,coconut
29.8,23.8,26.5,27.9,90.1,6.2,214.6,coconut
13.3,15.8,29.9,25.6,97.3,6.4,178.0,coconut
24.0,32.2,25.2,26.8,88.6,5.4,163.2,coconut
27.8,29.2,31.0,25.8,93.1,5.6,189.5,coconut
24.6,25.6,31.4,28.7,89.2,5.5,144.2,coconut
18.9,19.7,26.3,26.8,93.7,6.4,181.8,coconut
23.7,19.7,27.4,26.5,96.1,5.6,129.1,coconut
30.0,23.3,28.9,27.0,97.3,5.8,183.8,coconut
16.9,20.6,34.6,26.8,90.1,5.8,178.6,coconut
17.7,19.4,32.0,27.0,90.7,6.4,200.7,coconut
29.3,21.0,32.6,27.4,92.3,6.1,217.2,coconut
25.8,14.3,36.9,27.8,93.4,5.9,161.4,coconut
19.8,19.7,25.4,27.1,91.1,6.4,203.3,coconut
18.6,25.3,33.2,27.6,92.4,5.6,215.2,coconut
28.1,27.8,33.2,26.5,100.0,5.4,140.8,coconut
24.1,16.7,35.6,27.5,90.9,6.2,145.1,coconut
23.4,24.4,31.7,27.4,94.7,6.0,143.9,coconut
30.0,21.7,32.3,25.9,98.7,6.5,188.5,coconut
27.2,20.7,26.5,28.0,91.9,5.7,173.4,coconut
32.1,18.6,24.4,27.3,97.1,5.7,206.7,coconut
22.4,25.9,36.7,27.5,91.8,5.9,154.0,coconut
28.3,13.3,27.7,26.8,98.0,6.1,189.0,coconut
29.9,23.4,34.6,26.7,92.5,6.5,173.5,coconut
33.4,30.9,25.0,27.8,97.9,5.6,171.5,coconut
19.6,8.9,34.9,25.4,90.6,5.8,163.0,coconut
29.5,16.1,29.1,27.3,96.5,6.3,149.7,coconut
38.3,18.9,33.4,24.7,100.0,6.1,212.3,coconut
36.6,24.6,28.7,26.8,97.1,6.1,210.5,coconut
16.8,16.4,32.2,26.8,99.2,5.9,211.1,coconut
20.4,25.1,31.8,24.6,96.5,6.3,143.1,coconut
35.0,26.2,23.8,25.0,96.7,5.8,133.5,coconut
17.7,20.6,32.7,25.0,90.8,5.8,197.0,coconut
33.1,9.2,25.6,24.1,90.0,5.8,136.9,coconut
15.0,16.9,28.0,25.8,91.6,6.3,142.8,coconut
32.3,20.5,29.3,25.6,95.7,5.9,205.2,coconut
28.1,18.9,33.0,26.1,96.6,6.2,156.6,coconut
33.2,16.4,26.0,25.1,97.8,5.9,200.3,coconut
19.8,22.7,32.6,27.0,97.5,5.9,218.7,coconut
39.7,27.3,29.2,26.6,96.9,5.8,164.7,coconut
33.8,10.4,31.4,26.2,91.5,5.8,198.7,coconut
19.5,23.0,24.9,26.5,97.0,6.2,186.2,coconut
19.8,18.2,27.1,25.8,92.0,6.2,149.5,coconut
31.5,19.2,30.7,26.8,97.7,6.5,133.8,coconut
20.8,25.2,28.3,26.6,96.8,5.9,132.6,coconut
39.5,12.8,25.3,25.0,93.4,6.0,146.9,coconut
40.8,17.4,35.3,25.5,91.1,6.1,142.6,coconut
34.0,26.8,25.5,27.0,94.8,5.6,171.4,coconut
36.9,25.6,20.5,27.7,92.0,6.1,194.5,coconut
38.6,11.8,31.1,26.1,90.6,5.4,136.8,coconut
15.1,20.4,28.1,25.1,91.9,6.3,161.2,coconut
35.2,10.6,35.4,25.7,99.3,6.4,167.4,coconut
21.3,25.2,24.6,26.2,91.2,6.3,158.3,coconut
20.2,20.6,35.0,27.3,98.0,5.8,210.1,coconut
25.3,16.1,29.9,26.2,97.1,5.7,161.5,coconut
19.0,21.0,29.6,27.1,95.9,6.4,211.7,coconut
26.1,30.0,26.0,26.8,96.3,6.3,173.3,coconut
125.0,40.2,25.4,22.5,80.7,7.4,92.5,cotton
125.5,48.8,17.0,22.5,84.2,7.8,76.8,cotton
125.2,47.7,26.2,24.7,81.6,6.8,63.7,cotton
118.8,53.6,18.9,22.3,85.6,6.6,65.8,cotton
107.8,47.9,21.5,24.8,79.5,6.9,64.8,cotton
135.0,47.9,16.4,23.4,78.1,6.8,77.2,cotton
111.3,48.4,16.9,24.8,82.3,6.1,69.3,cotton
140.9,37.0,15.5,24.0,77.3,6.1,85.8,cotton
124.0,60.0,18.2,23.4,79.2,7.4,82.3,cotton
143.8,46.5,14.9,21.9,75.0,6.5,88.2,cotton
137.3,47.7,17.9,25.5,78.3,7.6,67.4,cotton
138.0,50.7,26.3,26.2,85.4,7.9,70.3,cotton
120.0,56.9,16.2,24.8,83.5,6.5,69.0,cotton
128.3,60.4,17.5,22.1,75.9,7.8,85.0,cotton
113.1,51.2,12.9,25.7,81.0,7.2,76.3,cotton
141.2,44.0,17.6,26.0,78.2,6.5,82.6,cotton
116.3,56.3,18.1,21.9,78.5,7.4,82.2,cotton
129.4,52.1,23.6,25.7,78.6,6.8,82.8,cotton
112.5,47.4,14.9,22.1,80.7,7.7,73.5,cotton
126.8,44.7,16.7,24.7,80.1,6.6,60.6,cotton
120.1,38.8,26.0,23.5,81.9,7.8,62.4,cotton
141.1,51.9,22.8,21.8,74.3,6.8,77.7,cotton
139.0,52.7,24.6,22.7,80.2,6.0,81.1,cotton
141.5,57.4,21.5,25.0,77.7,6.6,77.3,cotton
126.4,38.1,18.7,24.5,82.5,6.4,82.8,cotton
133.0,61.9,21.2,22.3,75.2,7.8,68.5,cotton
129.7,45.4,20.3,24.6,82.1,6.6,62.4,cotton
111.9,33.4,20.7,23.1,75.7,7.4,92.0,cotton
113.1,39.7,17.3,23.6,77.6,7.0,79.0,cotton
111.0,55.5,23.2,25.3,80.1,6.5,69.0,cotton
140.1,59.6,26.4,24.8,85.0,6.4,72.3,cotton
123.4,59.6,20.2,24.0,78.0,7.2,63.7,cotton
134.8,51.6,20.1,24.0,77.1,6.6,76.4,cotton
122.9,47.9,25.2,23.8,78.0,6.3,80.0,cotton
120.2,44.6,17.7,23.3,76.1,6.1,75.3,cotton
138.4,42.3,18.5,24.7,84.2,7.5,70.0,cotton
132.0,59.1,17.4,24.5,81.1,7.3,65.1,cotton
125.8,42.5,21.9,26.0,76.2,7.8,82.9,cotton
121.3,36.2,23.7,21.6,77.4,5.7,96.8,cotton
111.3,47.7,17.7,22.6,77.1,6.7,65.0,cotton
131.4,45.0,20.9,24.9,80.0,6.7,68.5,cotton
136.3,53.4,20.3,24.6,83.5,7.6,72.9,cotton
126.2,54.5,18.2,25.9,80.7,6.7,69.6,cotton
131.4,49.7,23.2,26.9,82.6,6.8,60.7,cotton
119.9,57.5,19.4,22.8,82.1,7.6,61.5,cotton
110.1,49.8,13.8,23.4,80.9,7.4,81.5,cotton
129.5,45.2,17.6,22.7,79.9,7.4,67.4,cotton
132.3,52.8,15.4,22.2,82.3,6.5,76.5,cotton
125.0,37.3,25.2,22.5,81.6,6.2,81.6,cotton
126.5,35.5,23.0,22.8,82.7,7.8,89.8,cotton
119.0,52.4,22.1,22.3,84.4,6.6,83.7,cotton
133.7,39.4,19.1,23.0,77.7,6.2,80.2,cotton
121.4,50.6,23.7,24.9,77.6,7.1,77.3,cotton
136.5,54.6,20.7,21.9,82.9,7.8,62.8,cotton
119.6,39.1,26.2,21.6,78.3,8.0,88.3,cotton
131.9,41.1,24.4,21.9,84.1,7.2,71.9,cotton
130.3,60.7,16.1,26.3,79.8,7.3,89.2,cotton
109.2,58.8,13.8,23.8,73.4,6.1,76.3,cotton
118.6,42.6,22.9,23.5,79.2,8.1,76.6,cotton
114.9,50.4,22.2,22.7,79.0,7.6,87.6,cotton
127.5,33.2,21.9,25.7,82.5,7.8,80.1,cotton
136.5,39.0,19.5,24.3,75.1,6.0,60.9,cotton
115.8,44.2,25.5,22.0,79.0,6.8,75.5,cotton
138.8,43.5,18.1,21.6,82.5,6.1,69.8,cotton
112.4,37.9,24.0,21.0,83.2,6.0,70.3,cotton
132.5,48.8,20.8,23.0,77.2,7.1,87.8,cotton
118.1,52.1,20.4,25.7,79.4,7.6,87.8,cotton
118.5,38.4,24.8,22.6,78.5,7.3,86.9,cotton
125.7,56.3,15.3,22.1,81.7,6.3,79.4,cotton
133.0,49.4,17.1,23.3,77.9,7.7,72.5,cotton
111.6,51.5,24.2,26.1,79.0,6.4,78.0,cotton
133.9,41.3,18.3,23.9,76.4,6.3,61.4,cotton
118.2,56.3,22.3,25.4,86.5,8.0,75.5,cotton
137.1,51.8,18.6,22.7,75.5,8.0,76.4,cotton
111.9,41.5,18.0,25.4,75.8,7.9,78.2,cotton
117.7,57.0,18.9,22.2,76.6,6.0,62.4,cotton
117.4,53.2,18.9,25.0,78.6,7.7,74.4,cotton
122.5,36.6,19.8,25.6,84.2,7.1,72.1,cotton
124.1,44.3,21.1,25.1,81.9,6.4,71.2,cotton
127.2,47.6,19.2,23.5,83.8,6.7,76.2,cotton
137.7,44.5,18.2,23.2,83.1,7.1,88.9,cotton
112.8,47.8,18.1,22.7,84.7,7.8,81.3,cotton
112.4,41.2,17.3,25.8,82.5,7.2,79.1,cotton
123.4,40.7,20.3,26.2,79.6,8.0,73.4,cotton
127.2,52.2,19.2,25.4,81.7,7.5,83.2,cotton
128.2,42.0,21.5,25.4,79.5,7.0,65.1,cotton
107.7,35.1,19.3,22.4,81.1,7.3,82.1,cotton
117.7,45.9,15.5,25.0,83.0,6.0,74.5,cotton
131.0,38.7,21.9,24.5,74.4,6.8,67.5,cotton
122.3,47.9,26.2,22.6,76.4,7.9,90.6,cotton
112.2,42.3,19.9,24.5,76.5,6.9,65.1,cotton
124.9,42.6,16.6,22.8,83.9,5.8,66.3,cotton
118.5,46.2,18.0,22.3,77.7,7.5,67.8,cotton
117.1,60.2,18.2,23.0,82.6,6.8,80.9,cotton
114.6,40.7,21.7,24.5,75.8,6.7,71.0,cotton
115.4,52.0,18.1,24.2,77.2,7.5,67.6,cotton
130.1,56.4,22.3,23.7,77.5,7.7,81.4,cotton
136.4,43.1,15.9,23.7,86.3,6.5,86.0,cotton
114.1,38.5,21.3,23.0,77.7,7.6,90.9,cotton
119.5,46.1,18.8,24.6,85.1,7.0,72.2,cotton
73.3,40.1,39.4,24.7,72.3,7.5,161.8,jute
63.0,45.4,37.5,23.8,79.9,6.6,189.9,jute
75.3,43.8,35.4,23.5,83.1,7.5,192.0,jute
70.1,41.7,40.6,25.3,73.6,6.4,162.5,jute
76.7,40.7,39.7,23.3,87.5,6.2,170.8,jute
71.2,35.2,41.2,24.0,89.3,7.0,175.9,jute
90.0,57.2,39.7,26.7,74.0,6.2,183.5,jute
73.1,48.2,41.1,23.8,84.3,7.0,176.7,jute
86.2,56.7,46.2,23.2,74.1,6.3,174.6,jute
84.0,55.5,42.8,26.0,78.7,7.2,173.3,jute
75.3,54.5,38.6,24.1,90.6,6.5,196.0,jute
87.6,45.5,39.8,24.9,82.2,6.7,175.9,jute
90.1,56.3,47.4,24.3,82.5,6.2,157.1,jute
61.3,43.9,35.7,23.8,70.8,6.4,163.7,jute
71.0,56.8,38.0,26.1,82.7,6.4,184.0,jute
73.6,54.8,43.1,23.5,72.1,6.9,162.7,jute
61.3,50.7,40.3,24.8,80.2,6.1,165.3,jute
80.8,40.9,35.1,22.5,76.9,6.4,147.0,jute
91.6,53.2,39.2,24.0,89.2,7.1,192.6,jute
90.3,45.4,38.5,23.4,82.0,7.3,187.9,jute
68.8,36.6,43.5,24.4,76.7,7.3,184.6,jute
69.8,46.1,42.4,24.0,81.0,6.7,149.5,jute
70.7,39.6,36.7,25.1,82.5,7.2,156.8,jute
66.8,57.0,37.3,24.9,74.2,6.7,149.0,jute
65.8,39.9,42.8,25.0,71.7,7.1,168.5,jute
84.8,36.4,37.9,24.0,74.6,6.1,160.8,jute
87.9,50.2,41.5,23.7,74.5,6.8,150.0,jute
69.0,58.3,48.6,25.9,84.2,6.6,179.4,jute
63.9,33.4,46.4,25.3,83.7,7.1,164.3,jute
72.8,49.1,35.8,25.3,81.3,7.0,194.7,jute
76.1,42.9,42.2,24.5,82.9,6.2,187.7,jute
78.9,56.8,37.6,23.7,75.1,6.3,171.1,jute
64.2,51.7,46.1,24.0,76.5,6.7,194.5,jute
73.5,59.8,38.7,25.8,72.5,7.2,179.6,jute
67.2,58.0,42.2,26.3,87.2,7.4,199.6,jute
81.7,51.8,35.7,24.2,83.3,7.4,172.6,jute
77.6,40.6,39.5,22.6,77.2,6.2,170.2,jute
85.8,47.9,33.6,25.6,72.1,7.0,177.5,jute
79.5,41.0,38.2,23.3,84.7,6.6,184.3,jute
87.7,37.0,43.1,23.6,87.1,6.7,183.2,jute
68.7,46.3,35.8,22.9,86.7,7.1,172.2,jute
57.3,54.4,39.5,25.2,79.6,6.6,186.1,jute
67.9,49.1,38.3,22.6,80.9,6.3,198.9,jute
64.0,40.4,34.4,24.9,84.9,6.2,172.3,jute
58.6,52.1,37.2,23.5,71.8,6.6,135.4,jute
76.7,52.2,42.2,24.5,87.9,7.4,149.0,jute
87.6,56.0,43.3,24.6,85.3,6.3,202.5,jute
71.7,46.4,37.2,25.6,74.1,6.3,193.4,jute
67.6,45.4,42.3,22.6,71.1,7.3,182.0,jute
62.1,51.3,45.9,24.2,74.0,6.4,173.9,jute
58.3,36.4,39.6,23.8,83.0,7.4,157.0,jute
77.0,48.6,40.6,23.8,80.0,7.0,163.5,jute
80.9,52.4,40.6,24.7,69.4,6.6,192.5,jute
71.5,40.0,42.9,24.0,72.3,6.4,162.5,jute
60.8,50.7,38.5,24.9,80.3,6.8,149.1,jute
79.4,51.0,45.3,24.6,74.3,6.6,182.4,jute
67.0,52.7,39.4,23.5,89.4,7.1,156.2,jute
81.3,46.6,43.6,23.4,81.2,6.7,184.6,jute
74.0,52.3,42.1,25.0,70.4,7.5,186.3,jute
64.5,40.8,38.1,22.9,84.8,6.2,176.9,jute
78.8,42.7,35.8,23.5,80.3,6.8,172.3,jute
77.2,53.1,38.7,22.4,84.7,6.0,154.7,jute
83.3,48.6,38.3,23.7,73.9,7.3,182.9,jute
76.1,58.0,29.9,23.5,86.5,6.1,188.4,jute
67.2,39.1,34.6,23.1,84.2,7.2,183.6,jute
69.8,44.6,42.0,22.4,89.3,7.4,173.2,jute
75.6,41.1,44.6,24.6,79.8,6.4,154.7,jute
65.6,54.5,41.3,24.0,73.7,6.9,173.9,jute
82.2,59.2,45.1,24.8,86.5,7.1,185.3,jute
83.4,59.2,40.1,25.2,84.5,7.3,175.4,jute
90.7,61.3,44.6,25.2,76.7,6.7,162.8,jute
77.4,48.0,38.3,24.1,75.7,6.8,167.2,jute
60.9,41.8,41.8,23.2,88.2,7.3,159.1,jute
65.5,50.5,42.9,25.7,73.9,6.7,166.6,jute
77.7,49.6,38.6,25.5,73.7,7.1,192.1,jute
72.7,45.2,41.4,26.4,76.5,7.2,156.8,jute
72.6,53.7,36.2,24.1,82.6,6.6,201.0,jute
75.6,38.5,34.4,23.8,78.6,6.8,201.8,jute
67.1,46.3,42.6,24.9,75.7,6.4,181.0,jute
76.9,36.1,38.5,24.1,81.6,6.1,197.0,jute
61.4,49.6,45.3,25.5,74.1,7.3,176.6,jute
84.9,55.4,38.2,24.7,79.1,6.2,175.6,jute
85.2,46.8,38.1,24.8,81.0,6.5,158.9,jute
65.5,55.8,33.5,25.0,79.1,6.4,178.6,jute
64.7,53.6,36.9,26.6,73.6,6.2,179.1,jute
86.0,56.5,43.0,25.3,71.5,6.4,193.8,jute
66.6,52.6,37.7,24.3,71.0,7.5,170.5,jute
61.3,52.5,37.7,23.7,78.0,7.6,169.4,jute
62.6,47.9,41.0,24.5,73.1,6.7,172.1,jute
60.5,53.3,43.3,25.7,88.5,7.1,162.2,jute
61.5,51.3,45.6,24.3,73.1,6.0,164.7,jute
81.0,60.6,38.3,26.0,82.8,6.1,150.1,jute
77.6,48.9,35.5,25.4,88.1,6.6,189.4,jute
62.1,58.5,42.7,24.1,78.6,6.4,187.8,jute
69.4,38.8,46.3,23.9,76.9,7.4,185.9,jute
67.2,51.5,38.9,24.3,72.7,6.3,168.5,jute
88.1,54.6,41.2,25.1,87.6,6.6,158.3,jute
74.5,34.7,36.8,23.3,87.8,6.8,160.2,jute
84.4,58.8,46.5,25.0,74.9,7.4,177.7,jute
74.1,38.4,45.7,24.2,90.0,7.3,194.8,jute
86.4,31.9,25.3,25.6,68.9,6.0,136.3,coffee
101.5,19.5,29.6,25.1,51.4,6.0,151.1,coffee
111.5,18.6,23.7,25.3,68.5,5.9,187.4,coffee
100.8,34.0,26.8,25.3,50.9,6.6,169.9,coffee
113.4,31.5,31.5,25.9,62.6,7.4,148.7,coffee
88.9,20.5,26.0,26.4,59.0,6.7,181.5,coffee
84.8,19.0,30.1,23.7,71.2,7.2,178.5,coffee
103.4,33.4,25.7,27.5,57.7,6.9,160.8,coffee
94.4,17.5,27.2,28.2,58.2,6.4,127.5,coffee
88.4,27.3,27.4,24.8,66.0,6.6,151.4,coffee
103.2,15.6,28.6,24.1,48.1,7.5,120.6,coffee
111.3,22.0,38.2,23.1,58.3,6.4,167.5,coffee
110.4,21.0,28.8,25.9,62.8,7.1,145.4,coffee
105.0,29.7,30.4,25.7,67.3,6.3,124.2,coffee
98.9,17.1,32.4,27.6,52.6,7.0,173.7,coffee
103.2,30.1,24.5,26.9,66.7,6.0,191.4,coffee
111.7,22.2,32.7,24.4,51.3,7.0,163.5,coffee
118.7,17.4,23.1,23.5,67.2,6.7,122.1,coffee
81.6,22.5,29.7,23.5,65.5,7.4,143.7,coffee
94.7,21.3,29.2,25.1,57.5,6.6,133.5,coffee
101.3,20.4,27.0,26.1,53.5,6.1,151.6,coffee
99.0,15.6,32.3,24.7,57.0,6.2,170.6,coffee
92.2,27.6,34.2,26.5,60.1,6.9,155.7,coffee
106.9,27.1,27.6,26.9,52.0,6.3,152.3,coffee
96.7,30.5,25.4,23.3,62.9,7.4,134.2,coffee
93.5,19.0,33.2,24.2,61.7,6.1,137.6,coffee
89.6,22.8,29.1,23.4,59.9,6.2,133.4,coffee
104.4,15.7,30.8,24.7,66.8,7.1,175.3,coffee
108.8,30.7,29.6,26.6,64.6,6.6,122.0,coffee
93.2,33.8,24.5,26.2,65.8,7.5,124.6,coffee
119.1,20.0,28.4,27.9,58.5,6.6,145.3,coffee
90.6,21.0,25.9,25.9,57.7,7.0,144.3,coffee
113.6,33.3,26.3,25.4,59.4,6.4,158.0,coffee
122.1,15.8,30.9,26.6,65.9,7.2,177.8,coffee
104.5,31.8,29.4,24.4,65.2,6.1,191.0,coffee
113.8,33.7,27.7,24.9,52.2,6.3,192.8,coffee
82.5,13.7,26.3,25.7,57.7,7.1,188.5,coffee
116.5,27.1,37.8,25.9,53.3,7.1,183.2,coffee
103.3,31.6,25.8,26.2,68.0,6.1,160.6,coffee
96.6,25.7,33.2,26.3,59.6,6.7,131.6,coffee
118.7,23.9,32.5,27.5,50.3,7.3,164.0,coffee
84.4,28.5,27.9,23.5,62.4,7.0,125.9,coffee
99.5,21.1,25.7,25.0,58.7,6.2,127.4,coffee
102.3,30.4,24.3,26.8,58.9,6.8,151.5,coffee
117.4,28.5,24.8,25.1,63.6,6.6,125.4,coffee
100.3,27.6,31.1,26.7,66.5,6.8,195.7,coffee
82.3,32.9,28.7,23.9,57.0,6.6,196.8,coffee
107.3,20.3,25.0,27.0,52.3,7.4,184.3,coffee
97.1,23.2,30.4,23.7,63.0,6.9,158.6,coffee
